/// OKKK - KUWAIT REGIONS
MAP:Kuwait SMGCS - REGIONS:AGT2
FOLDER:Kuwait SMGCS
LINE:N029.13.54.958:E047.58.11.927:N029.13.54.958:E047.58.11.927
LINE:N029.13.54.958:E047.58.11.927:N029.13.54.780:E047.58.11.828
LINE:N029.13.54.780:E047.58.11.828:N029.13.54.780:E047.58.11.828
LINE:N029.13.54.780:E047.58.11.828:N029.13.54.594:E047.58.11.773
LINE:N029.13.54.594:E047.58.11.773:N029.13.54.594:E047.58.11.773
LINE:N029.13.54.594:E047.58.11.773:N029.13.54.388:E047.58.11.758
LINE:N029.13.54.388:E047.58.11.758:N029.13.54.388:E047.58.11.758
LINE:N029.13.54.388:E047.58.11.758:N029.13.54.185:E047.58.11.802
LINE:N029.13.54.185:E047.58.11.802:N029.13.54.185:E047.58.11.802
LINE:N029.13.54.185:E047.58.11.802:N029.13.54.002:E047.58.11.884
LINE:N029.13.54.002:E047.58.11.884:N029.13.54.002:E047.58.11.884
LINE:N029.13.54.002:E047.58.11.884:N029.13.49.707:E047.58.14.175
LINE:N029.13.49.707:E047.58.14.175:N029.13.49.707:E047.58.14.175
LINE:N029.13.49.707:E047.58.14.175:N029.13.49.342:E047.58.14.319
LINE:N029.13.49.342:E047.58.14.319:N029.13.49.342:E047.58.14.319
LINE:N029.13.49.342:E047.58.14.319:N029.13.48.966:E047.58.14.432
LINE:N029.13.48.966:E047.58.14.432:N029.13.48.966:E047.58.14.432
LINE:N029.13.48.966:E047.58.14.432:N029.13.48.578:E047.58.14.486
LINE:N029.13.48.578:E047.58.14.486:N029.13.48.578:E047.58.14.486
LINE:N029.13.48.578:E047.58.14.486:N029.13.48.189:E047.58.14.492
LINE:N029.13.48.189:E047.58.14.492:N029.13.48.189:E047.58.14.492
LINE:N029.13.48.189:E047.58.14.492:N029.13.43.249:E047.58.14.011
LINE:N029.13.43.249:E047.58.14.011:N029.13.43.249:E047.58.14.011
LINE:N029.13.43.249:E047.58.14.011:N029.13.42.907:E047.58.14.022
LINE:N029.13.42.907:E047.58.14.022:N029.13.42.907:E047.58.14.022
LINE:N029.13.42.907:E047.58.14.022:N029.13.42.573:E047.58.14.073
LINE:N029.13.42.573:E047.58.14.073:N029.13.42.573:E047.58.14.073
LINE:N029.13.42.573:E047.58.14.073:N029.13.42.256:E047.58.14.172
LINE:N029.13.42.256:E047.58.14.172:N029.13.42.256:E047.58.14.172
LINE:N029.13.42.256:E047.58.14.172:N029.13.41.958:E047.58.14.301
LINE:N029.13.41.958:E047.58.14.301:N029.13.41.958:E047.58.14.301
LINE:N029.13.41.958:E047.58.14.301:N029.12.47.428:E047.58.43.273
LINE:N029.12.47.428:E047.58.43.273:N029.12.47.428:E047.58.43.273
LINE:N029.12.47.428:E047.58.43.273:N029.12.47.088:E047.58.43.406
LINE:N029.12.47.088:E047.58.43.406:N029.12.47.088:E047.58.43.406
LINE:N029.12.47.088:E047.58.43.406:N029.12.46.729:E047.58.43.466
LINE:N029.12.46.729:E047.58.43.466:N029.12.46.729:E047.58.43.466
LINE:N029.12.46.729:E047.58.43.466:N029.12.46.369:E047.58.43.442
LINE:N029.12.46.369:E047.58.43.442:N029.12.46.369:E047.58.43.442
LINE:N029.12.46.369:E047.58.43.442:N029.12.46.029:E047.58.43.349
LINE:N029.12.46.029:E047.58.43.349:N029.12.46.029:E047.58.43.349
LINE:N029.12.46.029:E047.58.43.349:N029.12.45.693:E047.58.43.183
LINE:N029.12.45.693:E047.58.43.183:N029.12.45.693:E047.58.43.183
LINE:N029.12.45.693:E047.58.43.183:N029.12.45.401:E047.58.42.961
LINE:N029.12.45.401:E047.58.42.961:N029.12.45.401:E047.58.42.961
LINE:N029.12.45.401:E047.58.42.961:N029.12.45.150:E047.58.42.692
LINE:N029.12.45.150:E047.58.42.692:N029.12.45.150:E047.58.42.692
LINE:N029.12.45.150:E047.58.42.692:N029.12.44.941:E047.58.42.374
LINE:N029.12.44.941:E047.58.42.374:N029.12.44.941:E047.58.42.374
LINE:N029.12.44.941:E047.58.42.374:N029.12.44.084:E047.58.40.256
LINE:N029.12.44.084:E047.58.40.256:N029.12.44.084:E047.58.40.256
LINE:N029.12.44.084:E047.58.40.256:N029.12.44.036:E047.58.40.115
LINE:N029.12.44.036:E047.58.40.115:N029.12.44.036:E047.58.40.115
LINE:N029.12.44.036:E047.58.40.115:N029.12.43.999:E047.58.40.000
LINE:N029.12.43.999:E047.58.40.000:N029.12.43.999:E047.58.40.000
LINE:N029.12.43.999:E047.58.40.000:N029.12.43.967:E047.58.39.798
LINE:N029.12.43.967:E047.58.39.798:N029.12.43.967:E047.58.39.798
LINE:N029.12.43.967:E047.58.39.798:N029.12.43.955:E047.58.39.623
LINE:N029.12.43.955:E047.58.39.623:N029.12.43.955:E047.58.39.623
LINE:N029.12.43.955:E047.58.39.623:N029.12.43.961:E047.58.39.397
LINE:N029.12.43.961:E047.58.39.397:N029.12.43.961:E047.58.39.397
LINE:N029.12.43.961:E047.58.39.397:N029.12.43.996:E047.58.39.179
LINE:N029.12.43.996:E047.58.39.179:N029.12.43.996:E047.58.39.179
LINE:N029.12.43.996:E047.58.39.179:N029.12.44.065:E047.58.38.946
LINE:N029.12.44.065:E047.58.38.946:N029.12.44.065:E047.58.38.946
LINE:N029.12.44.065:E047.58.38.946:N029.12.44.170:E047.58.38.725
LINE:N029.12.44.170:E047.58.38.725:N029.12.44.170:E047.58.38.725
LINE:N029.12.44.170:E047.58.38.725:N029.12.46.319:E047.58.35.227
LINE:N029.12.46.319:E047.58.35.227:N029.12.46.319:E047.58.35.227
LINE:N029.12.46.319:E047.58.35.227:N029.12.45.979:E047.58.35.407
LINE:N029.12.45.979:E047.58.35.407:N029.12.45.979:E047.58.35.407
LINE:N029.12.45.979:E047.58.35.407:N029.12.45.381:E047.58.33.927
LINE:N029.12.45.381:E047.58.33.927:N029.12.45.381:E047.58.33.927
LINE:N029.12.45.381:E047.58.33.927:N029.13.49.559:E047.57.59.836
LINE:N029.13.49.559:E047.57.59.836:N029.13.49.559:E047.57.59.836
LINE:N029.13.49.559:E047.57.59.836:N029.13.49.657:E047.57.59.767
LINE:N029.13.49.657:E047.57.59.767:N029.13.49.657:E047.57.59.767
LINE:N029.13.49.657:E047.57.59.767:N029.13.49.742:E047.57.59.677
LINE:N029.13.49.742:E047.57.59.677:N029.13.49.742:E047.57.59.677
LINE:N029.13.49.742:E047.57.59.677:N029.13.49.811:E047.57.59.557
LINE:N029.13.49.811:E047.57.59.557:N029.13.49.811:E047.57.59.557
LINE:N029.13.49.811:E047.57.59.557:N029.13.49.856:E047.57.59.429
LINE:N029.13.49.856:E047.57.59.429:N029.13.49.856:E047.57.59.429
LINE:N029.13.49.856:E047.57.59.429:N029.13.49.878:E047.57.59.303
LINE:N029.13.49.878:E047.57.59.303:N029.13.49.878:E047.57.59.303
LINE:N029.13.49.878:E047.57.59.303:N029.13.49.895:E047.57.59.148
LINE:N029.13.49.895:E047.57.59.148:N029.13.49.895:E047.57.59.148
LINE:N029.13.49.895:E047.57.59.148:N029.13.49.890:E047.57.59.015
LINE:N029.13.49.890:E047.57.59.015:N029.13.49.890:E047.57.59.015
LINE:N029.13.49.890:E047.57.59.015:N029.13.49.864:E047.57.58.838
LINE:N029.13.49.864:E047.57.58.838:N029.13.49.864:E047.57.58.838
LINE:N029.13.49.864:E047.57.58.838:N029.13.48.190:E047.57.54.743
LINE:N029.13.48.190:E047.57.54.743:N029.13.48.190:E047.57.54.743
LINE:N029.13.48.190:E047.57.54.743:N029.13.48.036:E047.57.54.504
LINE:N029.13.48.036:E047.57.54.504:N029.13.48.036:E047.57.54.504
LINE:N029.13.48.036:E047.57.54.504:N029.13.47.859:E047.57.54.291
LINE:N029.13.47.859:E047.57.54.291:N029.13.47.859:E047.57.54.291
LINE:N029.13.47.859:E047.57.54.291:N029.13.47.642:E047.57.54.100
LINE:N029.13.47.642:E047.57.54.100:N029.13.47.642:E047.57.54.100
LINE:N029.13.47.642:E047.57.54.100:N029.13.47.395:E047.57.53.968
LINE:N029.13.47.395:E047.57.53.968:N029.13.47.395:E047.57.53.968
LINE:N029.13.47.395:E047.57.53.968:N029.13.47.139:E047.57.53.894
LINE:N029.13.47.139:E047.57.53.894:N029.13.47.139:E047.57.53.894
LINE:N029.13.47.139:E047.57.53.894:N029.13.46.873:E047.57.53.876
LINE:N029.13.46.873:E047.57.53.876:N029.13.46.873:E047.57.53.876
LINE:N029.13.46.873:E047.57.53.876:N029.13.46.595:E047.57.53.897
LINE:N029.13.46.595:E047.57.53.897:N029.13.46.595:E047.57.53.897
LINE:N029.13.46.595:E047.57.53.897:N029.13.46.335:E047.57.53.973
LINE:N029.13.46.335:E047.57.53.973:N029.13.46.335:E047.57.53.973
LINE:N029.13.46.335:E047.57.53.973:N029.13.34.716:E047.58.00.209
LINE:N029.13.34.716:E047.58.00.209:N029.13.34.716:E047.58.00.209
LINE:N029.13.34.716:E047.58.00.209:N029.13.09.622:E047.56.58.816
LINE:N029.13.09.622:E047.56.58.816:N029.13.09.622:E047.56.58.816
LINE:N029.13.09.622:E047.56.58.816:N029.13.09.493:E047.56.58.596
LINE:N029.13.09.493:E047.56.58.596:N029.13.09.493:E047.56.58.596
LINE:N029.13.09.493:E047.56.58.596:N029.13.09.335:E047.56.58.415
LINE:N029.13.09.335:E047.56.58.415:N029.13.09.335:E047.56.58.415
LINE:N029.13.09.335:E047.56.58.415:N029.13.09.140:E047.56.58.290
LINE:N029.13.09.140:E047.56.58.290:N029.13.09.140:E047.56.58.290
LINE:N029.13.09.140:E047.56.58.290:N029.13.08.934:E047.56.58.201
LINE:N029.13.08.934:E047.56.58.201:N029.13.08.934:E047.56.58.201
LINE:N029.13.08.934:E047.56.58.201:N029.13.08.736:E047.56.58.157
LINE:N029.13.08.736:E047.56.58.157:N029.13.08.736:E047.56.58.157
LINE:N029.13.08.736:E047.56.58.157:N029.13.08.525:E047.56.58.130
LINE:N029.13.08.525:E047.56.58.130:N029.13.08.525:E047.56.58.130
LINE:N029.13.08.525:E047.56.58.130:N029.13.08.320:E047.56.58.145
LINE:N029.13.08.320:E047.56.58.145:N029.13.08.320:E047.56.58.145
LINE:N029.13.08.320:E047.56.58.145:N029.13.08.121:E047.56.58.186
LINE:N029.13.08.121:E047.56.58.186:N029.13.08.121:E047.56.58.186
LINE:N029.13.08.121:E047.56.58.186:N029.11.30.914:E047.57.49.841
LINE:N029.11.30.914:E047.57.49.841:N029.11.30.914:E047.57.49.841
LINE:N029.11.30.914:E047.57.49.841:N029.11.30.592:E047.57.49.937
LINE:N029.11.30.592:E047.57.49.937:N029.11.30.592:E047.57.49.937
LINE:N029.11.30.592:E047.57.49.937:N029.11.30.261:E047.57.49.980
LINE:N029.11.30.261:E047.57.49.980:N029.11.30.261:E047.57.49.980
LINE:N029.11.30.261:E047.57.49.980:N029.11.29.925:E047.57.49.949
LINE:N029.11.29.925:E047.57.49.949:N029.11.29.925:E047.57.49.949
LINE:N029.11.29.925:E047.57.49.949:N029.11.29.600:E047.57.49.867
LINE:N029.11.29.600:E047.57.49.867:N029.11.29.600:E047.57.49.867
LINE:N029.11.29.600:E047.57.49.867:N029.11.29.276:E047.57.49.714
LINE:N029.11.29.276:E047.57.49.714:N029.11.29.276:E047.57.49.714
LINE:N029.11.29.276:E047.57.49.714:N029.11.28.966:E047.57.49.486
LINE:N029.11.28.966:E047.57.49.486:N029.11.28.966:E047.57.49.486
LINE:N029.11.28.966:E047.57.49.486:N029.11.28.687:E047.57.49.183
LINE:N029.11.28.687:E047.57.49.183:N029.11.28.687:E047.57.49.183
LINE:N029.11.28.687:E047.57.49.183:N029.11.28.446:E047.57.48.836
LINE:N029.11.28.446:E047.57.48.836:N029.11.28.446:E047.57.48.836
LINE:N029.11.28.446:E047.57.48.836:N029.11.27.648:E047.57.46.915
LINE:N029.11.27.648:E047.57.46.915:N029.11.27.648:E047.57.46.915
LINE:N029.11.27.648:E047.57.46.915:N029.11.27.593:E047.57.46.748
LINE:N029.11.27.593:E047.57.46.748:N029.11.27.593:E047.57.46.748
LINE:N029.11.27.593:E047.57.46.748:N029.11.27.549:E047.57.46.584
LINE:N029.11.27.549:E047.57.46.584:N029.11.27.549:E047.57.46.584
LINE:N029.11.27.549:E047.57.46.584:N029.11.27.509:E047.57.46.409
LINE:N029.11.27.509:E047.57.46.409:N029.11.27.509:E047.57.46.409
LINE:N029.11.27.509:E047.57.46.409:N029.11.27.489:E047.57.46.226
LINE:N029.11.27.489:E047.57.46.226:N029.11.27.489:E047.57.46.226
LINE:N029.11.27.489:E047.57.46.226:N029.11.27.482:E047.57.46.056
LINE:N029.11.27.482:E047.57.46.056:N029.11.27.482:E047.57.46.056
LINE:N029.11.27.482:E047.57.46.056:N029.11.27.483:E047.57.45.884
LINE:N029.11.27.483:E047.57.45.884:N029.11.27.483:E047.57.45.884
LINE:N029.11.27.483:E047.57.45.884:N029.11.27.500:E047.57.45.709
LINE:N029.11.27.500:E047.57.45.709:N029.11.27.500:E047.57.45.709
LINE:N029.11.27.500:E047.57.45.709:N029.11.27.529:E047.57.45.532
LINE:N029.11.27.529:E047.57.45.532:N029.11.27.529:E047.57.45.532
LINE:N029.11.27.529:E047.57.45.532:N029.11.28.327:E047.57.43.035
LINE:N029.11.28.327:E047.57.43.035:N029.11.28.327:E047.57.43.035
LINE:N029.11.28.327:E047.57.43.035:N029.11.27.477:E047.57.43.487
LINE:N029.11.27.477:E047.57.43.487:N029.11.27.477:E047.57.43.487
LINE:N029.11.27.477:E047.57.43.487:N029.11.26.665:E047.57.41.482
LINE:N029.11.26.665:E047.57.41.482:N029.11.26.665:E047.57.41.482
LINE:N029.11.26.665:E047.57.41.482:N029.13.41.487:E047.56.29.825
LINE:N029.13.41.487:E047.56.29.825:N029.13.41.487:E047.56.29.825
LINE:N029.13.41.487:E047.56.29.825:N029.13.42.294:E047.56.31.815
LINE:N029.13.42.294:E047.56.31.815:N029.13.42.294:E047.56.31.815
LINE:N029.13.42.294:E047.56.31.815:N029.13.41.432:E047.56.32.274
LINE:N029.13.41.432:E047.56.32.274:N029.13.41.432:E047.56.32.274
LINE:N029.13.41.432:E047.56.32.274:N029.13.43.676:E047.56.33.213
LINE:N029.13.43.676:E047.56.33.213:N029.13.43.676:E047.56.33.213
LINE:N029.13.43.676:E047.56.33.213:N029.13.43.922:E047.56.33.408
LINE:N029.13.43.922:E047.56.33.408:N029.13.43.922:E047.56.33.408
LINE:N029.13.43.922:E047.56.33.408:N029.13.44.143:E047.56.33.631
LINE:N029.13.44.143:E047.56.33.631:N029.13.44.143:E047.56.33.631
LINE:N029.13.44.143:E047.56.33.631:N029.13.44.324:E047.56.33.908
LINE:N029.13.44.324:E047.56.33.908:N029.13.44.324:E047.56.33.908
LINE:N029.13.44.324:E047.56.33.908:N029.13.44.474:E047.56.34.197
LINE:N029.13.44.474:E047.56.34.197:N029.13.44.474:E047.56.34.197
LINE:N029.13.44.474:E047.56.34.197:N029.13.47.379:E047.56.41.320
LINE:N029.13.47.379:E047.56.41.320:N029.13.47.379:E047.56.41.320
LINE:N029.13.47.379:E047.56.41.320:N029.13.15.190:E047.56.58.556
LINE:N029.13.15.190:E047.56.58.556:N029.13.15.190:E047.56.58.556
LINE:N029.13.15.190:E047.56.58.556:N029.13.15.028:E047.56.58.682
LINE:N029.13.15.028:E047.56.58.682:N029.13.15.028:E047.56.58.682
LINE:N029.13.15.028:E047.56.58.682:N029.13.14.893:E047.56.58.839
LINE:N029.13.14.893:E047.56.58.839:N029.13.14.893:E047.56.58.839
LINE:N029.13.14.893:E047.56.58.839:N029.13.14.771:E047.56.59.040
LINE:N029.13.14.771:E047.56.59.040:N029.13.14.771:E047.56.59.040
LINE:N029.13.14.771:E047.56.59.040:N029.13.14.695:E047.56.59.256
LINE:N029.13.14.695:E047.56.59.256:N029.13.14.695:E047.56.59.256
LINE:N029.13.14.695:E047.56.59.256:N029.13.14.648:E047.56.59.464
LINE:N029.13.14.648:E047.56.59.464:N029.13.14.648:E047.56.59.464
LINE:N029.13.14.648:E047.56.59.464:N029.13.14.643:E047.56.59.675
LINE:N029.13.14.643:E047.56.59.675:N029.13.14.643:E047.56.59.675
LINE:N029.13.14.643:E047.56.59.675:N029.13.14.665:E047.56.59.880
LINE:N029.13.14.665:E047.56.59.880:N029.13.14.665:E047.56.59.880
LINE:N029.13.14.665:E047.56.59.880:N029.13.14.710:E047.57.00.070
LINE:N029.13.14.710:E047.57.00.070:N029.13.14.710:E047.57.00.070
LINE:N029.13.14.710:E047.57.00.070:N029.13.36.295:E047.57.52.996
LINE:N029.13.36.295:E047.57.52.996:N029.13.36.295:E047.57.52.996
LINE:N029.13.36.295:E047.57.52.996:N029.13.36.408:E047.57.53.167
LINE:N029.13.36.408:E047.57.53.167:N029.13.36.408:E047.57.53.167
LINE:N029.13.36.408:E047.57.53.167:N029.13.36.539:E047.57.53.306
LINE:N029.13.36.539:E047.57.53.306:N029.13.36.539:E047.57.53.306
LINE:N029.13.36.539:E047.57.53.306:N029.13.36.706:E047.57.53.424
LINE:N029.13.36.706:E047.57.53.424:N029.13.36.706:E047.57.53.424
LINE:N029.13.36.706:E047.57.53.424:N029.13.36.887:E047.57.53.516
LINE:N029.13.36.887:E047.57.53.516:N029.13.36.887:E047.57.53.516
LINE:N029.13.36.887:E047.57.53.516:N029.13.37.060:E047.57.53.572
LINE:N029.13.37.060:E047.57.53.572:N029.13.37.060:E047.57.53.572
LINE:N029.13.37.060:E047.57.53.572:N029.13.37.243:E047.57.53.596
LINE:N029.13.37.243:E047.57.53.596:N029.13.37.243:E047.57.53.596
LINE:N029.13.37.243:E047.57.53.596:N029.13.37.432:E047.57.53.586
LINE:N029.13.37.432:E047.57.53.586:N029.13.37.432:E047.57.53.586
LINE:N029.13.37.432:E047.57.53.586:N029.13.37.618:E047.57.53.547
LINE:N029.13.37.618:E047.57.53.547:N029.13.37.618:E047.57.53.547
LINE:N029.13.37.618:E047.57.53.547:N029.13.41.625:E047.57.51.401
LINE:N029.13.41.625:E047.57.51.401:N029.13.41.625:E047.57.51.401
LINE:N029.13.41.625:E047.57.51.401:N029.13.41.783:E047.57.51.274
LINE:N029.13.41.783:E047.57.51.274:N029.13.41.783:E047.57.51.274
LINE:N029.13.41.783:E047.57.51.274:N029.13.41.924:E047.57.51.117
LINE:N029.13.41.924:E047.57.51.117:N029.13.41.924:E047.57.51.117
LINE:N029.13.41.924:E047.57.51.117:N029.13.42.032:E047.57.50.924
LINE:N029.13.42.032:E047.57.50.924:N029.13.42.032:E047.57.50.924
LINE:N029.13.42.032:E047.57.50.924:N029.13.42.111:E047.57.50.721
LINE:N029.13.42.111:E047.57.50.721:N029.13.42.111:E047.57.50.721
LINE:N029.13.42.111:E047.57.50.721:N029.13.42.166:E047.57.50.503
LINE:N029.13.42.166:E047.57.50.503:N029.13.42.166:E047.57.50.503
LINE:N029.13.42.166:E047.57.50.503:N029.13.42.191:E047.57.50.273
LINE:N029.13.42.191:E047.57.50.273:N029.13.42.191:E047.57.50.273
LINE:N029.13.42.191:E047.57.50.273:N029.13.42.177:E047.57.50.057
LINE:N029.13.42.177:E047.57.50.057:N029.13.42.177:E047.57.50.057
LINE:N029.13.42.177:E047.57.50.057:N029.13.42.124:E047.57.49.824
LINE:N029.13.42.124:E047.57.49.824:N029.13.42.124:E047.57.49.824
LINE:N029.13.42.124:E047.57.49.824:N029.13.41.774:E047.57.48.966
LINE:N029.13.41.774:E047.57.48.966:N029.13.41.774:E047.57.48.966
LINE:N029.13.41.774:E047.57.48.966:N029.13.37.678:E047.57.51.160
LINE:N029.13.37.678:E047.57.51.160:N029.13.37.678:E047.57.51.160
LINE:N029.13.37.678:E047.57.51.160:N029.13.22.474:E047.57.13.878
LINE:N029.13.22.474:E047.57.13.878:N029.13.22.474:E047.57.13.878
LINE:N029.13.22.474:E047.57.13.878:N029.13.32.864:E047.57.08.314
LINE:N029.13.32.864:E047.57.08.314:N029.13.32.864:E047.57.08.314
LINE:N029.13.32.864:E047.57.08.314:N029.13.43.246:E047.57.33.773
LINE:N029.13.43.246:E047.57.33.773:N029.13.43.246:E047.57.33.773
LINE:N029.13.43.246:E047.57.33.773:N029.14.19.255:E047.57.14.490
LINE:N029.14.19.255:E047.57.14.490:N029.14.19.255:E047.57.14.490
LINE:N029.14.19.255:E047.57.14.490:N029.14.23.856:E047.57.25.773
LINE:N029.14.23.856:E047.57.25.773:N029.14.23.856:E047.57.25.773
LINE:N029.14.23.856:E047.57.25.773:N029.14.22.097:E047.57.26.715
LINE:N029.14.22.097:E047.57.26.715:N029.14.22.097:E047.57.26.715
LINE:N029.14.22.097:E047.57.26.715:N029.14.23.696:E047.57.30.636
LINE:N029.14.23.696:E047.57.30.636:N029.14.23.696:E047.57.30.636
LINE:N029.14.23.696:E047.57.30.636:N029.14.20.741:E047.57.32.219
LINE:N029.14.20.741:E047.57.32.219:N029.14.20.741:E047.57.32.219
LINE:N029.14.20.741:E047.57.32.219:N029.14.20.641:E047.57.32.303
LINE:N029.14.20.641:E047.57.32.303:N029.14.20.641:E047.57.32.303
LINE:N029.14.20.641:E047.57.32.303:N029.14.20.557:E047.57.32.408
LINE:N029.14.20.557:E047.57.32.408:N029.14.20.557:E047.57.32.408
LINE:N029.14.20.557:E047.57.32.408:N029.14.20.490:E047.57.32.533
LINE:N029.14.20.490:E047.57.32.533:N029.14.20.490:E047.57.32.533
LINE:N029.14.20.490:E047.57.32.533:N029.14.20.444:E047.57.32.659
LINE:N029.14.20.444:E047.57.32.659:N029.14.20.444:E047.57.32.659
LINE:N029.14.20.444:E047.57.32.659:N029.14.20.411:E047.57.32.786
LINE:N029.14.20.411:E047.57.32.786:N029.14.20.411:E047.57.32.786
LINE:N029.14.20.411:E047.57.32.786:N029.14.20.397:E047.57.32.916
LINE:N029.14.20.397:E047.57.32.916:N029.14.20.397:E047.57.32.916
LINE:N029.14.20.397:E047.57.32.916:N029.14.20.407:E047.57.33.056
LINE:N029.14.20.407:E047.57.33.056:N029.14.20.407:E047.57.33.056
LINE:N029.14.20.407:E047.57.33.056:N029.14.20.436:E047.57.33.180
LINE:N029.14.20.436:E047.57.33.180:N029.14.20.436:E047.57.33.180
LINE:N029.14.20.436:E047.57.33.180:N029.14.23.859:E047.57.41.573
LINE:N029.14.23.859:E047.57.41.573:N029.14.23.859:E047.57.41.573
LINE:N029.14.23.859:E047.57.41.573:N029.14.25.542:E047.57.40.671
LINE:N029.14.25.542:E047.57.40.671:N029.14.25.542:E047.57.40.671
LINE:N029.14.25.542:E047.57.40.671:N029.14.26.167:E047.57.42.205
LINE:N029.14.26.167:E047.57.42.205:N029.14.26.167:E047.57.42.205
LINE:N029.14.26.167:E047.57.42.205:N029.14.27.874:E047.57.42.379
LINE:N029.14.27.874:E047.57.42.379:N029.14.27.874:E047.57.42.379
LINE:N029.14.27.874:E047.57.42.379:N029.14.28.052:E047.57.42.422
LINE:N029.14.28.052:E047.57.42.422:N029.14.28.052:E047.57.42.422
LINE:N029.14.28.052:E047.57.42.422:N029.14.28.229:E047.57.42.490
LINE:N029.14.28.229:E047.57.42.490:N029.14.28.229:E047.57.42.490
LINE:N029.14.28.229:E047.57.42.490:N029.14.28.402:E047.57.42.581
LINE:N029.14.28.402:E047.57.42.581:N029.14.28.402:E047.57.42.581
LINE:N029.14.28.402:E047.57.42.581:N029.14.28.571:E047.57.42.701
LINE:N029.14.28.571:E047.57.42.701:N029.14.28.571:E047.57.42.701
LINE:N029.14.28.571:E047.57.42.701:N029.14.28.713:E047.57.42.840
LINE:N029.14.28.713:E047.57.42.840:N029.14.28.713:E047.57.42.840
LINE:N029.14.28.713:E047.57.42.840:N029.14.28.844:E047.57.42.998
LINE:N029.14.28.844:E047.57.42.998:N029.14.28.844:E047.57.42.998
LINE:N029.14.28.844:E047.57.42.998:N029.14.28.954:E047.57.43.196
LINE:N029.14.28.954:E047.57.43.196:N029.14.28.954:E047.57.43.196
LINE:N029.14.28.954:E047.57.43.196:N029.14.29.049:E047.57.43.400
LINE:N029.14.29.049:E047.57.43.400:N029.14.29.049:E047.57.43.400
LINE:N029.14.29.049:E047.57.43.400:N029.14.30.228:E047.57.46.352
LINE:N029.14.30.228:E047.57.46.352:N029.14.30.228:E047.57.46.352
LINE:N029.14.30.228:E047.57.46.352:N029.14.30.310:E047.57.46.518
LINE:N029.14.30.310:E047.57.46.518:N029.14.30.310:E047.57.46.518
LINE:N029.14.30.310:E047.57.46.518:N029.14.30.409:E047.57.46.648
LINE:N029.14.30.409:E047.57.46.648:N029.14.30.409:E047.57.46.648
LINE:N029.14.30.409:E047.57.46.648:N029.14.30.534:E047.57.46.763
LINE:N029.14.30.534:E047.57.46.763:N029.14.30.534:E047.57.46.763
LINE:N029.14.30.534:E047.57.46.763:N029.14.30.668:E047.57.46.845
LINE:N029.14.30.668:E047.57.46.845:N029.14.30.668:E047.57.46.845
LINE:N029.14.30.668:E047.57.46.845:N029.14.30.823:E047.57.46.906
LINE:N029.14.30.823:E047.57.46.906:N029.14.30.823:E047.57.46.906
LINE:N029.14.30.823:E047.57.46.906:N029.14.30.983:E047.57.46.924
LINE:N029.14.30.983:E047.57.46.924:N029.14.30.983:E047.57.46.924
LINE:N029.14.30.983:E047.57.46.924:N029.14.31.169:E047.57.46.894
LINE:N029.14.31.169:E047.57.46.894:N029.14.31.169:E047.57.46.894
LINE:N029.14.31.169:E047.57.46.894:N029.14.31.345:E047.57.46.820
LINE:N029.14.31.345:E047.57.46.820:N029.14.31.345:E047.57.46.820
LINE:N029.14.31.345:E047.57.46.820:N029.15.07.617:E047.57.27.513
LINE:N029.15.07.617:E047.57.27.513:N029.15.07.617:E047.57.27.513
LINE:N029.15.07.617:E047.57.27.513:N029.15.10.052:E047.57.33.664
LINE:N029.15.10.052:E047.57.33.664:N029.15.10.052:E047.57.33.664
LINE:N029.15.10.052:E047.57.33.664:N029.14.36.696:E047.57.51.005
LINE:N029.14.36.696:E047.57.51.005:N029.14.36.696:E047.57.51.005
LINE:N029.14.36.696:E047.57.51.005:N029.14.35.101:E047.57.47.053
LINE:N029.14.35.101:E047.57.47.053:N029.14.35.101:E047.57.47.053
LINE:N029.14.35.101:E047.57.47.053:N029.14.35.028:E047.57.46.911
LINE:N029.14.35.028:E047.57.46.911:N029.14.35.028:E047.57.46.911
LINE:N029.14.35.028:E047.57.46.911:N029.14.34.914:E047.57.46.774
LINE:N029.14.34.914:E047.57.46.774:N029.14.34.914:E047.57.46.774
LINE:N029.14.34.914:E047.57.46.774:N029.14.34.798:E047.57.46.676
LINE:N029.14.34.798:E047.57.46.676:N029.14.34.798:E047.57.46.676
LINE:N029.14.34.798:E047.57.46.676:N029.14.34.662:E047.57.46.602
LINE:N029.14.34.662:E047.57.46.602:N029.14.34.662:E047.57.46.602
LINE:N029.14.34.662:E047.57.46.602:N029.14.34.518:E047.57.46.556
LINE:N029.14.34.518:E047.57.46.556:N029.14.34.518:E047.57.46.556
LINE:N029.14.34.518:E047.57.46.556:N029.14.34.364:E047.57.46.542
LINE:N029.14.34.364:E047.57.46.542:N029.14.34.364:E047.57.46.542
LINE:N029.14.34.364:E047.57.46.542:N029.14.34.216:E047.57.46.557
LINE:N029.14.34.216:E047.57.46.557:N029.14.34.216:E047.57.46.557
LINE:N029.14.34.216:E047.57.46.557:N029.14.34.074:E047.57.46.600
LINE:N029.14.34.074:E047.57.46.600:N029.14.34.074:E047.57.46.600
LINE:N029.14.34.074:E047.57.46.600:N029.14.31.775:E047.57.47.818
LINE:N029.14.31.775:E047.57.47.818:N029.14.31.775:E047.57.47.818
LINE:N029.14.31.775:E047.57.47.818:N029.14.31.620:E047.57.47.929
